FAM_0001;REF
HALDEX  ;79059C                   
HALDEX  ;79060C                   
HALDEX  ;79062C                   
HALDEX  ;79063C                   
HALDEX  ;79064C                   
HALDEX  ;79065C                   
HALDEX  ;79066C                   
HALDEX  ;79067C                   
HALDEX  ;79068C                   
HALDEX  ;79069C                   
HALDEX  ;79071C                   
HALDEX  ;79073C                   
HALDEX  ;79074C                   
HALDEX  ;79075                    
HALDEX  ;79079C                   
HALDEX  ;79080C                   
HALDEX  ;79082C                   
HALDEX  ;79086                    
HALDEX  ;79087                    
HALDEX  ;79088                    
HALDEX  ;79089C                   
HALDEX  ;79090C                   
HALDEX  ;79091C                   
HALDEX  ;79092C                   
HALDEX  ;79094C                   
HALDEX  ;79095C                   
HALDEX  ;79097C                   
HALDEX  ;79098C                   
HALDEX  ;79099C                   
HALDEX  ;79100C                   
HALDEX  ;79101                    
HALDEX  ;79102C                   
HALDEX  ;79103                    
HALDEX  ;79105                    
HALDEX  ;79106                    
HALDEX  ;79107C                   
HALDEX  ;79108C                   
HALDEX  ;79109C                   
HALDEX  ;79111C                   
HALDEX  ;79112D                   
HALDEX  ;79112S                   
HALDEX  ;79114C                   
HALDEX  ;79121C                   
HALDEX  ;79122                    
HALDEX  ;79123                    
HALDEX  ;79126                    
HALDEX  ;79127                    
HALDEX  ;79129                    
HALDEX  ;79132C                   
HALDEX  ;79133C                   
HALDEX  ;79136C                   
HALDEX  ;79137C                   
HALDEX  ;79138C                   
HALDEX  ;79139                    
HALDEX  ;79140C                   
HALDEX  ;79141C                   
HALDEX  ;79142                    
HALDEX  ;79143                    
HALDEX  ;79144                    
HALDEX  ;79145                    
HALDEX  ;79146                    
HALDEX  ;79147                    
HALDEX  ;79148C                   
HALDEX  ;79149                    
HALDEX  ;79150                    
HALDEX  ;79151                    
HALDEX  ;79152                    
HALDEX  ;79153                    
HALDEX  ;79156C                   
HALDEX  ;79157C                   
HALDEX  ;79158C                   
HALDEX  ;79159C                   
HALDEX  ;79160                    
HALDEX  ;79162C                   
HALDEX  ;79163C                   
HALDEX  ;79165C                   
HALDEX  ;79166C                   
HALDEX  ;79167C                   
HALDEX  ;79168C                   
HALDEX  ;79169C                   
HALDEX  ;79170C                   
HALDEX  ;79171C                   
HALDEX  ;79173                    
HALDEX  ;79174                    
HALDEX  ;79177C                   
HALDEX  ;79178C                   
HALDEX  ;79179C                   
HALDEX  ;79180C                   
HALDEX  ;79181C                   
HALDEX  ;79182C                   
HALDEX  ;79183C                   
HALDEX  ;79184C                   
HALDEX  ;79185C                   
HALDEX  ;79186C                   
HALDEX  ;79188C                   
HALDEX  ;79189C                   
HALDEX  ;79192C                   
HALDEX  ;79193C                   
HALDEX  ;79194                    
HALDEX  ;79195                    
HALDEX  ;79196                    
HALDEX  ;79197C                   
HALDEX  ;79198C                   
HALDEX  ;79199                    
HALDEX  ;79200                    
HALDEX  ;79201C                   
HALDEX  ;79202                    
HALDEX  ;79203                    
HALDEX  ;79204                    
HALDEX  ;79205                    
HALDEX  ;79206                    
HALDEX  ;79207                    
HALDEX  ;79208                    
HALDEX  ;79209                    
HALDEX  ;79210                    
HALDEX  ;79211                    
HALDEX  ;79212                    
HALDEX  ;79213C                   
HALDEX  ;79214C                   
HALDEX  ;79215                    
HALDEX  ;79216                    
HALDEX  ;79217                    
HALDEX  ;79218                    
HALDEX  ;79219                    
HALDEX  ;79220C                   
HALDEX  ;79221C                   
HALDEX  ;79222C                   
HALDEX  ;79223                    
HALDEX  ;79224                    
HALDEX  ;79225                    
HALDEX  ;79226                    
HALDEX  ;79227                    
HALDEX  ;79228                    
HALDEX  ;79229                    
HALDEX  ;79238C                   
HALDEX  ;79239C                   
HALDEX  ;79240C                   
HALDEX  ;79241C                   
HALDEX  ;79242C                   
HALDEX  ;79245                    
HALDEX  ;79246                    
HALDEX  ;79250C                   
HALDEX  ;79251C                   
HALDEX  ;79255C                   
HALDEX  ;79258C                   
HALDEX  ;79259C                   
HALDEX  ;79260C                   
HALDEX  ;79261C                   
HALDEX  ;79264C                   
HALDEX  ;79265C                   
HALDEX  ;79266C                   
HALDEX  ;79267                    
HALDEX  ;79268C                   
HALDEX  ;79269C                   
HALDEX  ;79270C                   
HALDEX  ;79271                    
HALDEX  ;79272C                   
HALDEX  ;79273C                   
HALDEX  ;79277C                   
HALDEX  ;79282C                   
HALDEX  ;79283C                   
HALDEX  ;79286C                   
HALDEX  ;79287C                   
HALDEX  ;79288                    
HALDEX  ;79289                    
HALDEX  ;79290C                   
HALDEX  ;79291C                   
HALDEX  ;79292                    
HALDEX  ;79293                    
HALDEX  ;79294                    
HALDEX  ;79295                    
HALDEX  ;79296                    
HALDEX  ;79297                    
HALDEX  ;79298                    
HALDEX  ;79299                    
HALDEX  ;79300                    
HALDEX  ;79301                    
HALDEX  ;79302                    
HALDEX  ;79303                    
HALDEX  ;79304                    
HALDEX  ;79305                    
HALDEX  ;79306                    
HALDEX  ;79307                    
HALDEX  ;79308                    
HALDEX  ;79309                    
HALDEX  ;79310                    
HALDEX  ;79311                    
HALDEX  ;79312                    
HALDEX  ;79313                    
HALDEX  ;79344C                   
HALDEX  ;79345C                   
HALDEX  ;79347C                   
HALDEX  ;79348C                   
HALDEX  ;79349C                   
HALDEX  ;79350C                   
HALDEX  ;79359C                   
HALDEX  ;79360C                   
HALDEX  ;79363                    
HALDEX  ;79363C                   
HALDEX  ;79364C                   
HALDEX  ;79365C                   
HALDEX  ;79366C                   
HALDEX  ;79367C                   
HALDEX  ;79368C                   
HALDEX  ;79369C                   
HALDEX  ;79371                    
HALDEX  ;79372C                   
HALDEX  ;79393C                   
HALDEX  ;79394C                   
HALDEX  ;79395C                   
HALDEX  ;79396C                   
HALDEX  ;79397C                   
HALDEX  ;79398C                   
HALDEX  ;79399C                   
HALDEX  ;79402C                   
HALDEX  ;79403C                   
HALDEX  ;79407C                   
HALDEX  ;79408C                   
HALDEX  ;79414C                   
HALDEX  ;79415C                   
HALDEX  ;79416C                   
HALDEX  ;79417C                   
HALDEX  ;79418C                   
HALDEX  ;79419C                   
HALDEX  ;79428C                   
HALDEX  ;79429C                   
HALDEX  ;79430C                   
HALDEX  ;79431                    
HALDEX  ;79432                    
HALDEX  ;79440                    
HALDEX  ;79441                    
HALDEX  ;79442                    
HALDEX  ;79443                    
HALDEX  ;79444C                   
HALDEX  ;79453C                   
HALDEX  ;79454C                   
HALDEX  ;79455C                   
HALDEX  ;79456C                   
HALDEX  ;79459C                   
HALDEX  ;79461C                   
HALDEX  ;79462C                   
HALDEX  ;79463C                   
HALDEX  ;79474C                   
HALDEX  ;79475C                   
HALDEX  ;79476C                   
HALDEX  ;79477C                   
HALDEX  ;79478C                   
HALDEX  ;79479C                   
